[2025-02-07 15:29:44]00-adhoc.t
[2025-02-07 15:29:44]01-get.t
[2025-02-07 15:29:44]02-header-test-apache2.t
[2025-02-07 15:29:44]03-post-urlencoded.t
[2025-02-07 15:29:44]04-post-urlencoded-chunked.t
[2025-02-07 15:29:44]05-expect.t
[2025-02-07 15:29:44]06-uri-normal.t
[2025-02-07 15:29:44]07-pipelined-connection.t
[2025-02-07 15:29:44]08-not-pipelined-connection.t
[2025-02-07 15:29:44]09-multi-packet-request-head.t
[2025-02-07 15:29:44]10-host-in-headers.t
[2025-02-07 15:29:44]Start time:'2025-02-07.15.29.42' bin:'./htpfuzz', input:'in/', output:'out', persistent:false, stdin:false, mutation_rate:5, timeout:10, max_runs:0, threads:30, minimize:false, git_commit:ebacfad1f3e0766351149de883b54a16a6017071
[2025-02-07 15:29:44][2J[500BEntering phase 1/3: Dry Run
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #0
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #1
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #3
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #2
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #4
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #5
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #6
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #10
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #8
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #9
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #7
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #13
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #11
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #16
[2025-02-07 15:29:44]Entering phase 2/3: Switching to the Feedback Driven Mode
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #14
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #15
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #12
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #21
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #22
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #19
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #20
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #17
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #18
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #23
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #24
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #25
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #26
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #27
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #28
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #29
[2025-02-07 15:29:44]Sz:64 Tm:227,425us (i/b/h/e/p/c) New:0/0/0/4/0/20, Cur:0/0/0/728/34/26784
[2025-02-07 15:29:44]Sz:128 Tm:155,650us (i/b/h/e/p/c) New:0/0/0/0/0/9, Cur:0/0/0/728/34/26793
[2025-02-07 15:29:44]Sz:151 Tm:204,259us (i/b/h/e/p/c) New:0/0/0/0/0/78, Cur:0/0/0/728/34/26871
[2025-02-07 15:29:44]Sz:175 Tm:208,169us (i/b/h/e/p/c) New:0/0/0/0/0/274, Cur:0/0/0/728/34/27145
[2025-02-07 15:29:44]Sz:128 Tm:181,878us (i/b/h/e/p/c) New:0/0/0/12/0/223, Cur:0/0/0/740/34/27368
[2025-02-07 15:29:44]Sz:128 Tm:138,584us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/740/34/27369
[2025-02-07 15:29:44]Sz:128 Tm:72,810us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/740/34/27372
[2025-02-07 15:29:44]Sz:256 Tm:87,567us (i/b/h/e/p/c) New:0/0/0/21/0/958, Cur:0/0/0/761/34/28330
[2025-02-07 15:29:44]Sz:205 Tm:56,845us (i/b/h/e/p/c) New:0/0/0/4/0/141, Cur:0/0/0/765/34/28471
[2025-02-07 15:29:44]Sz:256 Tm:71,827us (i/b/h/e/p/c) New:0/0/0/3/0/73, Cur:0/0/0/768/34/28544
[2025-02-07 15:29:44]Sz:118 Tm:60,377us (i/b/h/e/p/c) New:0/0/0/0/0/8, Cur:0/0/0/768/34/28552
[2025-02-07 15:29:44]Sz:128 Tm:75,374us (i/b/h/e/p/c) New:0/0/0/1/0/75, Cur:0/0/0/769/34/28627
[2025-02-07 15:29:44]Sz:256 Tm:59,156us (i/b/h/e/p/c) New:0/0/0/56/3/2666, Cur:0/0/0/825/37/31293
[2025-02-07 15:29:44]Sz:163 Tm:46,365us (i/b/h/e/p/c) New:0/0/0/0/0/37, Cur:0/0/0/825/37/31330
[2025-02-07 15:29:44]Sz:256 Tm:48,219us (i/b/h/e/p/c) New:0/0/0/7/1/477, Cur:0/0/0/832/38/31807
[2025-02-07 15:29:44]Sz:256 Tm:53,205us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/832/38/31813
[2025-02-07 15:29:44]Sz:394 Tm:56,223us (i/b/h/e/p/c) New:0/0/0/0/0/75, Cur:0/0/0/832/38/31888
[2025-02-07 15:29:44]Sz:378 Tm:64,999us (i/b/h/e/p/c) New:0/0/0/11/0/758, Cur:0/0/0/843/38/32646
[2025-02-07 15:29:44]Sz:192 Tm:48,588us (i/b/h/e/p/c) New:0/0/0/0/0/12, Cur:0/0/0/843/38/32658
[2025-02-07 15:29:44]Sz:512 Tm:28,089us (i/b/h/e/p/c) New:0/0/0/0/0/29, Cur:0/0/0/843/38/32687
[2025-02-07 15:29:44]Sz:333 Tm:43,354us (i/b/h/e/p/c) New:0/0/0/0/0/76, Cur:0/0/0/843/38/32763
[2025-02-07 15:29:44]Sz:512 Tm:46,735us (i/b/h/e/p/c) New:0/0/0/26/0/414, Cur:0/0/0/869/38/33177
[2025-02-07 15:44:49]Sz:138 Tm:928,662us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/1382/45/46693
